n_obs_original,n_obs_efectivo,grupo_original,grupo_efectivo,cambia_de_grupo
313,313,250-499,250-499,False
173,173,100-249,100-249,False
490,490,250-499,250-499,False
756,756,500-999,500-999,False
520,520,500-999,500-999,False
308,308,250-499,250-499,False
686,686,500-999,500-999,False
276,276,250-499,250-499,False
201,201,100-249,100-249,False
45,45,<100,<100,False
398,398,250-499,250-499,False
560,560,500-999,500-999,False
36,36,<100,<100,False
328,328,250-499,250-499,False
1168,1168,>=1000,>=1000,False
827,827,500-999,500-999,False
295,295,250-499,250-499,False
1150,1150,>=1000,>=1000,False
126,126,100-249,100-249,False
119,119,100-249,100-249,False
463,463,250-499,250-499,False
1158,1158,>=1000,>=1000,False
660,660,500-999,500-999,False
765,765,500-999,500-999,False
231,231,100-249,100-249,False
334,334,250-499,250-499,False
603,603,500-999,500-999,False
299,299,250-499,250-499,False
1100,1100,>=1000,>=1000,False
723,723,500-999,500-999,False
730,730,500-999,500-999,False
136,136,100-249,100-249,False
539,539,500-999,500-999,False
676,676,500-999,500-999,False
342,342,250-499,250-499,False
331,331,250-499,250-499,False
710,710,500-999,500-999,False
1087,1087,>=1000,>=1000,False
857,857,500-999,500-999,False
359,359,250-499,250-499,False
68,68,<100,<100,False
718,718,500-999,500-999,False
42,42,<100,<100,False
37,37,<100,<100,False
1754,1754,>=1000,>=1000,False
998,998,500-999,500-999,False
119,119,100-249,100-249,False
68,68,<100,<100,False
354,354,250-499,250-499,False
406,406,250-499,250-499,False
289,289,250-499,250-499,False
179,179,100-249,100-249,False
364,364,250-499,250-499,False
365,365,250-499,250-499,False
473,473,250-499,250-499,False
57,57,<100,<100,False
528,528,500-999,500-999,False
323,323,250-499,250-499,False
578,578,500-999,500-999,False
291,291,250-499,250-499,False
92,92,<100,<100,False
340,340,250-499,250-499,False
212,212,100-249,100-249,False
1165,1165,>=1000,>=1000,False
126,126,100-249,100-249,False
318,318,250-499,250-499,False
188,188,100-249,100-249,False
275,275,250-499,250-499,False
718,718,500-999,500-999,False
173,173,100-249,100-249,False
1148,1148,>=1000,>=1000,False
1237,1237,>=1000,>=1000,False
162,162,100-249,100-249,False
1488,1488,>=1000,>=1000,False
165,165,100-249,100-249,False
542,542,500-999,500-999,False
292,292,250-499,250-499,False
740,740,500-999,500-999,False
94,94,<100,<100,False
568,568,500-999,500-999,False
234,234,100-249,100-249,False
407,407,250-499,250-499,False
281,281,250-499,250-499,False
274,274,250-499,250-499,False
141,141,100-249,100-249,False
797,797,500-999,500-999,False
599,599,500-999,500-999,False
78,77,<100,<100,False
297,297,250-499,250-499,False
220,220,100-249,100-249,False
696,696,500-999,500-999,False
1126,1126,>=1000,>=1000,False
62,61,<100,<100,False
475,475,250-499,250-499,False
450,450,250-499,250-499,False
655,655,500-999,500-999,False
765,765,500-999,500-999,False
1159,1159,>=1000,>=1000,False
665,665,500-999,500-999,False
1148,1148,>=1000,>=1000,False
100,100,100-249,100-249,False
50,50,<100,<100,False
201,201,100-249,100-249,False
323,323,250-499,250-499,False
475,475,250-499,250-499,False
234,234,100-249,100-249,False
459,459,250-499,250-499,False
132,132,100-249,100-249,False
1264,1264,>=1000,>=1000,False
1025,1025,>=1000,>=1000,False
204,204,100-249,100-249,False
187,187,100-249,100-249,False
31,31,<100,<100,False
724,724,500-999,500-999,False
616,616,500-999,500-999,False
51,51,<100,<100,False
50,50,<100,<100,False
47,47,<100,<100,False
316,316,250-499,250-499,False
557,557,500-999,500-999,False
994,994,500-999,500-999,False
318,318,250-499,250-499,False
547,547,500-999,500-999,False
60,60,<100,<100,False
412,412,250-499,250-499,False
1203,1203,>=1000,>=1000,False
556,556,500-999,500-999,False
420,420,250-499,250-499,False
462,462,250-499,250-499,False
460,460,250-499,250-499,False
275,275,250-499,250-499,False
1015,1015,>=1000,>=1000,False
728,728,500-999,500-999,False
166,166,100-249,100-249,False
1145,1145,>=1000,>=1000,False
670,670,500-999,500-999,False
51,51,<100,<100,False
208,208,100-249,100-249,False
86,86,<100,<100,False
1599,1599,>=1000,>=1000,False
452,452,250-499,250-499,False
363,363,250-499,250-499,False
1305,1305,>=1000,>=1000,False
666,666,500-999,500-999,False
257,257,250-499,250-499,False
210,210,100-249,100-249,False
780,780,500-999,500-999,False
607,607,500-999,500-999,False
871,871,500-999,500-999,False
507,507,500-999,500-999,False
599,599,500-999,500-999,False
373,373,250-499,250-499,False
722,722,500-999,500-999,False
422,422,250-499,250-499,False
316,316,250-499,250-499,False
308,308,250-499,250-499,False
1013,1013,>=1000,>=1000,False
551,551,500-999,500-999,False
566,566,500-999,500-999,False
1107,1107,>=1000,>=1000,False
69,69,<100,<100,False
256,256,250-499,250-499,False
1150,1150,>=1000,>=1000,False
281,281,250-499,250-499,False
535,535,500-999,500-999,False
577,577,500-999,500-999,False
238,238,100-249,100-249,False
85,85,<100,<100,False
621,621,500-999,500-999,False
149,149,100-249,100-249,False
128,128,100-249,100-249,False
309,309,250-499,250-499,False
285,285,250-499,250-499,False
152,152,100-249,100-249,False
51,51,<100,<100,False
125,125,100-249,100-249,False
378,378,250-499,250-499,False
378,378,250-499,250-499,False
509,509,500-999,500-999,False
685,685,500-999,500-999,False
774,774,500-999,500-999,False
800,800,500-999,500-999,False
395,395,250-499,250-499,False
147,147,100-249,100-249,False
123,123,100-249,100-249,False
594,594,500-999,500-999,False
271,271,250-499,250-499,False
399,399,250-499,250-499,False
46,46,<100,<100,False
23,23,<100,<100,False
857,857,500-999,500-999,False
280,280,250-499,250-499,False
1165,1165,>=1000,>=1000,False
576,576,500-999,500-999,False
861,861,500-999,500-999,False
639,639,500-999,500-999,False
846,845,500-999,500-999,False
530,530,500-999,500-999,False
460,460,250-499,250-499,False
106,106,100-249,100-249,False
98,98,<100,<100,False
201,201,100-249,100-249,False
277,277,250-499,250-499,False
485,485,250-499,250-499,False
199,199,100-249,100-249,False
310,310,250-499,250-499,False
429,429,250-499,250-499,False
420,420,250-499,250-499,False
362,362,250-499,250-499,False
905,905,500-999,500-999,False
314,314,250-499,250-499,False
576,576,500-999,500-999,False
944,944,500-999,500-999,False
275,275,250-499,250-499,False
1135,1135,>=1000,>=1000,False
213,213,100-249,100-249,False
466,466,250-499,250-499,False
128,128,100-249,100-249,False
982,982,500-999,500-999,False
655,655,500-999,500-999,False
328,328,250-499,250-499,False
35,35,<100,<100,False
209,209,100-249,100-249,False
45,45,<100,<100,False
1247,1247,>=1000,>=1000,False
284,284,250-499,250-499,False
69,69,<100,<100,False
217,217,100-249,100-249,False
53,53,<100,<100,False
626,626,500-999,500-999,False
287,287,250-499,250-499,False
590,590,500-999,500-999,False
455,455,250-499,250-499,False
52,52,<100,<100,False
647,647,500-999,500-999,False
195,195,100-249,100-249,False
581,581,500-999,500-999,False
863,863,500-999,500-999,False
363,363,250-499,250-499,False
1150,1150,>=1000,>=1000,False
53,53,<100,<100,False
1284,1284,>=1000,>=1000,False
976,976,500-999,500-999,False
712,712,500-999,500-999,False
171,171,100-249,100-249,False
429,429,250-499,250-499,False
614,614,500-999,500-999,False
1074,1074,>=1000,>=1000,False
239,239,100-249,100-249,False
554,554,500-999,500-999,False
49,49,<100,<100,False
279,279,250-499,250-499,False
248,248,100-249,100-249,False
176,176,100-249,100-249,False
349,348,250-499,250-499,False
1789,1789,>=1000,>=1000,False
625,625,500-999,500-999,False
236,236,100-249,100-249,False
631,631,500-999,500-999,False
809,809,500-999,500-999,False
645,645,500-999,500-999,False
763,763,500-999,500-999,False
292,292,250-499,250-499,False
679,679,500-999,500-999,False
172,172,100-249,100-249,False
91,91,<100,<100,False
233,233,100-249,100-249,False
459,459,250-499,250-499,False
1885,1885,>=1000,>=1000,False
506,506,500-999,500-999,False
46,46,<100,<100,False
48,48,<100,<100,False
238,238,100-249,100-249,False
524,524,500-999,500-999,False
810,810,500-999,500-999,False
691,691,500-999,500-999,False
513,513,500-999,500-999,False
191,191,100-249,100-249,False
368,368,250-499,250-499,False
378,378,250-499,250-499,False
710,710,500-999,500-999,False
678,678,500-999,500-999,False
472,472,250-499,250-499,False
644,644,500-999,500-999,False
281,281,250-499,250-499,False
260,260,250-499,250-499,False
351,351,250-499,250-499,False
227,227,100-249,100-249,False
417,417,250-499,250-499,False
733,733,500-999,500-999,False
992,992,500-999,500-999,False
249,249,100-249,100-249,False
1720,1720,>=1000,>=1000,False
273,273,250-499,250-499,False
696,696,500-999,500-999,False
122,122,100-249,100-249,False
271,271,250-499,250-499,False
399,399,250-499,250-499,False
552,552,500-999,500-999,False
872,872,500-999,500-999,False
44,44,<100,<100,False
1255,1255,>=1000,>=1000,False
560,560,500-999,500-999,False
66,66,<100,<100,False
569,569,500-999,500-999,False
518,518,500-999,500-999,False
96,96,<100,<100,False
510,510,500-999,500-999,False
96,96,<100,<100,False
698,698,500-999,500-999,False
349,349,250-499,250-499,False
616,616,500-999,500-999,False
224,224,100-249,100-249,False
168,168,100-249,100-249,False
233,233,100-249,100-249,False
180,180,100-249,100-249,False
485,485,250-499,250-499,False
531,531,500-999,500-999,False
600,600,500-999,500-999,False
1124,1124,>=1000,>=1000,False
291,291,250-499,250-499,False
508,508,500-999,500-999,False
374,374,250-499,250-499,False
965,965,500-999,500-999,False
567,567,500-999,500-999,False
541,541,500-999,500-999,False
999,999,500-999,500-999,False
445,445,250-499,250-499,False
290,290,250-499,250-499,False
735,735,500-999,500-999,False
587,587,500-999,500-999,False
268,268,250-499,250-499,False
660,660,500-999,500-999,False
47,47,<100,<100,False
2274,2274,>=1000,>=1000,False
1213,1213,>=1000,>=1000,False
484,484,250-499,250-499,False
806,806,500-999,500-999,False
1104,1104,>=1000,>=1000,False
413,413,250-499,250-499,False
643,643,500-999,500-999,False
656,656,500-999,500-999,False
49,49,<100,<100,False
1168,1168,>=1000,>=1000,False
546,546,500-999,500-999,False
324,324,250-499,250-499,False
565,565,500-999,500-999,False
123,123,100-249,100-249,False
271,271,250-499,250-499,False
181,181,100-249,100-249,False
874,874,500-999,500-999,False
560,560,500-999,500-999,False
911,911,500-999,500-999,False
467,467,250-499,250-499,False
552,552,500-999,500-999,False
668,668,500-999,500-999,False
91,91,<100,<100,False
667,667,500-999,500-999,False
271,271,250-499,250-499,False
1071,1071,>=1000,>=1000,False
525,525,500-999,500-999,False
581,581,500-999,500-999,False
1288,1288,>=1000,>=1000,False
1044,1044,>=1000,>=1000,False
729,729,500-999,500-999,False
307,307,250-499,250-499,False
105,105,100-249,100-249,False
927,927,500-999,500-999,False
330,330,250-499,250-499,False
311,311,250-499,250-499,False
605,605,500-999,500-999,False
156,156,100-249,100-249,False
754,754,500-999,500-999,False
1056,1056,>=1000,>=1000,False
134,134,100-249,100-249,False
652,652,500-999,500-999,False
52,52,<100,<100,False
665,665,500-999,500-999,False
660,660,500-999,500-999,False
1097,1097,>=1000,>=1000,False
143,143,100-249,100-249,False
686,686,500-999,500-999,False
272,272,250-499,250-499,False
908,908,500-999,500-999,False
143,143,100-249,100-249,False
926,926,500-999,500-999,False
293,293,250-499,250-499,False
884,884,500-999,500-999,False
49,49,<100,<100,False
282,282,250-499,250-499,False
759,759,500-999,500-999,False
342,342,250-499,250-499,False
126,126,100-249,100-249,False
274,274,250-499,250-499,False
253,253,250-499,250-499,False
494,494,250-499,250-499,False
989,989,500-999,500-999,False
519,519,500-999,500-999,False
168,168,100-249,100-249,False
736,736,500-999,500-999,False
212,212,100-249,100-249,False
616,616,500-999,500-999,False
472,472,250-499,250-499,False
675,675,500-999,500-999,False
316,316,250-499,250-499,False
220,220,100-249,100-249,False
484,484,250-499,250-499,False
1252,1252,>=1000,>=1000,False
997,997,500-999,500-999,False
907,907,500-999,500-999,False
161,161,100-249,100-249,False
400,400,250-499,250-499,False
172,172,100-249,100-249,False
223,223,100-249,100-249,False
157,157,100-249,100-249,False
349,349,250-499,250-499,False
479,479,250-499,250-499,False
1157,1157,>=1000,>=1000,False
660,660,500-999,500-999,False
1098,1098,>=1000,>=1000,False
239,239,100-249,100-249,False
732,731,500-999,500-999,False
84,84,<100,<100,False
216,216,100-249,100-249,False
1133,1133,>=1000,>=1000,False
1280,1280,>=1000,>=1000,False
77,77,<100,<100,False
938,938,500-999,500-999,False
303,303,250-499,250-499,False
1154,1154,>=1000,>=1000,False
76,76,<100,<100,False
1304,1304,>=1000,>=1000,False
852,852,500-999,500-999,False
881,881,500-999,500-999,False
554,554,500-999,500-999,False
363,363,250-499,250-499,False
592,592,500-999,500-999,False
719,719,500-999,500-999,False
614,614,500-999,500-999,False
326,326,250-499,250-499,False
656,656,500-999,500-999,False
255,255,250-499,250-499,False
384,384,250-499,250-499,False
731,731,500-999,500-999,False
776,776,500-999,500-999,False
399,399,250-499,250-499,False
582,582,500-999,500-999,False
694,694,500-999,500-999,False
426,426,250-499,250-499,False
1149,1149,>=1000,>=1000,False
1101,1101,>=1000,>=1000,False
882,882,500-999,500-999,False
264,264,250-499,250-499,False
271,271,250-499,250-499,False
713,713,500-999,500-999,False
287,287,250-499,250-499,False
820,820,500-999,500-999,False
812,812,500-999,500-999,False
413,413,250-499,250-499,False
305,305,250-499,250-499,False
46,46,<100,<100,False
1137,1137,>=1000,>=1000,False
574,573,500-999,500-999,False
390,390,250-499,250-499,False
146,146,100-249,100-249,False
625,625,500-999,500-999,False
522,522,500-999,500-999,False
143,143,100-249,100-249,False
277,277,250-499,250-499,False
334,334,250-499,250-499,False
670,670,500-999,500-999,False
227,227,100-249,100-249,False
228,228,100-249,100-249,False
460,460,250-499,250-499,False
707,707,500-999,500-999,False
946,946,500-999,500-999,False
1353,1353,>=1000,>=1000,False
271,271,250-499,250-499,False
277,277,250-499,250-499,False
1437,1437,>=1000,>=1000,False
500,500,500-999,500-999,False
36,36,<100,<100,False
1238,1238,>=1000,>=1000,False
495,495,250-499,250-499,False
469,469,250-499,250-499,False
202,202,100-249,100-249,False
299,299,250-499,250-499,False
212,212,100-249,100-249,False
272,272,250-499,250-499,False
402,402,250-499,250-499,False
268,268,250-499,250-499,False
760,760,500-999,500-999,False
1486,1486,>=1000,>=1000,False
921,921,500-999,500-999,False
397,397,250-499,250-499,False
255,255,250-499,250-499,False
1089,1089,>=1000,>=1000,False
119,119,100-249,100-249,False
624,624,500-999,500-999,False
654,654,500-999,500-999,False
425,425,250-499,250-499,False
658,658,500-999,500-999,False
465,465,250-499,250-499,False
1154,1154,>=1000,>=1000,False
373,373,250-499,250-499,False
414,414,250-499,250-499,False
662,662,500-999,500-999,False
453,453,250-499,250-499,False
1160,1160,>=1000,>=1000,False
363,363,250-499,250-499,False
426,425,250-499,250-499,False
